976, 1791, 0.9659258768020546
1215, 1236, 0.9659263778767315
530, 1229, 0.9659280733210238
1330, 1449, 0.9659286173357029
475, 595, 0.9659294333435083
722, 1816, 0.9659297267045563
159, 477, 0.9659305400907447
496, 1537, 0.9659312452469889
1424, 1863, 0.9659319744515059
87, 406, 0.9659344418169438
68, 1716, 0.9659349496160352
115, 1241, 0.9659352962831353
1152, 1164, 0.9659356518034137
432, 875, 0.9659361924415514
226, 1553, 0.965936943401523
1657, 1818, 0.9659391683417995
296, 779, 0.9659396650555157
593, 684, 0.9659402554169912
1632, 1654, 0.9659413870052371
1500, 1650, 0.9659431143091246
340, 798, 0.9659441406967404
283, 1684, 0.9659447673927989
799, 1256, 0.9659450848750074
898, 1376, 0.9659500817333365
788, 865, 0.9659520272080806
109, 600, 0.9659544130343964
582, 851, 0.9659549574512118
252, 1767, 0.9659579737738604
66, 986, 0.9659597121055533
666, 805, 0.9659600233448719
1077, 1656, 0.9659654341167603
731, 785, 0.9659665615319609
241, 1396, 0.9659669728078211
486, 526, 0.9659670423742981
1671, 1882, 0.9659680317990569
694, 803, 0.9659733573745094
287, 682, 0.9659749389166674
569, 1410, 0.9659749962677986
671, 733, 0.9659759771837847
1222, 1550, 0.9659770812621264
1154, 1341, 0.9659799401946632
670, 903, 0.9659807378321822
928, 1369, 0.9659837832176309
334, 349, 0.9659844415298584
694, 1231, 0.9659867039377008
936, 1597, 0.9659873059414807
14, 1427, 0.9659883882939682
787, 1220, 0.9659888322941078
247, 833, 0.9659894816484615
313, 1762, 0.9659906590435727
810, 1593, 0.9659910114320311
502, 507, 0.9659918639460554
286, 1089, 0.9659923504229719
61, 283, 0.9659924535761483
438, 1414, 0.9659932187973395
568, 706, 0.9659935470856229
1022, 1777, 0.9659945222152465
1624, 1644, 0.9659952629325638
792, 1443, 0.9659962367772504
117, 1515, 0.9659964562847996
83, 1438, 0.9659965460717215
16, 473, 0.965998805248092
582, 908, 0.9659992014505776
1452, 1695, 0.965999333186889
98, 142, 0.9660018406821496
204, 990, 0.9660020243916063
1179, 1513, 0.9660052790417248
465, 1034, 0.9660057622133569
6, 330, 0.9660064621676239
205, 1567, 0.9660065424989085
956, 1484, 0.9660078150570158
937, 1724, 0.966008035297883
811, 1479, 0.9660094215814917
567, 1780, 0.9660095941458205
930, 1711, 0.9660101475327967
6, 1313, 0.9660124463176095
737, 846, 0.9660129035040772
530, 1578, 0.9660138687943327
696, 725, 0.9660140833186384
814, 1036, 0.9660145802873916
302, 1726, 0.9660170579571618
556, 929, 0.9660171793173449
862, 885, 0.9660195570193907
551, 1161, 0.9660200575143787
38, 155, 0.9660201098073201
329, 1748, 0.9660214333155435
267, 1831, 0.9660221172532818
343, 1665, 0.9660224123643883
1313, 1367, 0.966025310248355
459, 878, 0.9660272537101036
131, 785, 0.9660280633597702
511, 1592, 0.9660292443309653
59, 1341, 0.966030697440296
297, 1679, 0.9660308845309081
641, 1313, 0.9660323983157921
523, 719, 0.9660338125411532
732, 1360, 0.9660345904289891
258, 1273, 0.9660345965926187
180, 530, 0.9660370754566052
582, 656, 0.9660381764176131
46, 1664, 0.9660382375740911
8, 1744, 0.9660388651721277
191, 987, 0.9660399204163315
1447, 1711, 0.9660419860316328
288, 1826, 0.9660421079129413
327, 407, 0.9660434447794213
1403, 1727, 0.9660452553250662
54, 423, 0.9660471673533362
121, 1118, 0.9660482985636072
258, 1561, 0.9660483932486197
124, 162, 0.9660485613440292
1145, 1621, 0.9660501377064461
740, 1625, 0.9660511907838595
1052, 1494, 0.9660530481580436
747, 1750, 0.9660532317803183
154, 414, 0.9660535650076549
28, 634, 0.9660543947769743
751, 1784, 0.9660549972662401
796, 1435, 0.9660560229202143
448, 1178, 0.9660560628164093
815, 1189, 0.9660570569384593
778, 956, 0.9660572755726383
403, 1725, 0.9660576978595273
733, 1763, 0.9660579769333364
796, 1409, 0.9660585128389613
177, 797, 0.9660622200281421
568, 866, 0.9660634532924356
749, 1423, 0.9660634580621357
219, 1301, 0.9660650424652635
833, 909, 0.9660659514343375
187, 417, 0.9660674836821335
1617, 1689, 0.9660675655111274
901, 985, 0.9660681788555673
1080, 1209, 0.966068184544828
282, 1012, 0.9660700377289235
312, 1320, 0.9660713931905975
397, 1275, 0.966072382643513
794, 1535, 0.9660739483542066
877, 1160, 0.9660753023516424
304, 1127, 0.9660753836844518
200, 600, 0.9660762050160747
147, 1868, 0.9660824140860587
485, 1248, 0.9660833447077928
91, 1161, 0.966083485328995
1152, 1726, 0.9660847826190339
124, 693, 0.9660852069767293
955, 1644, 0.9660865965143288
1616, 1640, 0.9660867884556829
557, 981, 0.966086831049301
419, 1042, 0.9660883870191073
990, 1886, 0.9660888360090856
102, 1285, 0.9660912436936512
579, 1847, 0.9660916447146171
581, 1124, 0.9660921150795465
1370, 1683, 0.9660926951936538
1165, 1859, 0.9660955533799458
988, 1616, 0.9660967506925834
